arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count
ARR0019027,5-Aug-26,MANDI006,Narma,PBW-343,56.18,Quintals,81
ARR0007440,27-Jul-26,M051,Maize,Premium,"39,217.0 KG",,21
ARR0021362,2/9/2026,57,Gehun,Pusa-1121,465.67,Qtl,73
ARR0009490,25/05/2026,M003,Mustard,,7587,kg,115
ARR0001643,8/10/2026,MANDI052,corn,HD-2967,19.69,Tonnes,78
ARR0006931,24-Jun-26,M013,Sarso,PBW-343,"25,614.0 KG",,5
ARR0022700,15.01.2026,M015,Narma,Premium,13.35,Quintals,19
ARR0023100,27-Aug-26,mandi_056,Cotton,Local,"36,055.0 KG",,72
ARR0020895,26/03/2026,MANDI001,Sugarcane,Premium,"23,540.0 KG",,127
ARR0015397,6/24/2026,4,Makka,Premium,152.43 qtl,,24
ARR0021295,3/3/2026,MANDI022,गेहूं,HD-2967,-490.9,Qtl,22
ARR0009023,12/2/2026,MANDI042,Sarso,Premium,33.328,tonnes,46
ARR0014480,4/6/2026,MANDI-042,Kapas,PBW-343,40589,KG,76
ARR0011049,7/6/2026,MANDI014,Kanak,,15.709,MT,129
ARR0018141,04.04.2026,MANDI054,cotton,,"48,986.0 KG",,116
ARR0000684,6/27/2026,mandi016,सरसों,Premium,9.989,MT,142
ARR0022979,05.04.2026,57,Sarso,Local,42127,KGS,129
ARR0015885,8/1/2026,mandi_017,Basmati,Premium,313.92,Quintals,NA
ARR0008451,8/9/2026,MANDI056,corn,Hybrid,"25,577.0 KG",,77
ARR0006665,3/16/2026,MANDI027,Maize,Premium,44155,Kgs,110
ARR0005550,5/20/2026,MANDI033,Kapas,Local,11.433,Tonnes,24
ARR0003427,03.06.2026,M032,Chawal,HD-2967,"39,545.0 KG",,14
ARR0005131,25-Feb-26,M057,Rice,Premium,461.41,Quintals,113
ARR0002908,1-Sep-26,MANDI-014,paddy,Premium,38468,kg,89
ARR0017928,2/17/2026,mandi_012,Wheat,Pusa-1121,3.093,MT,61
ARR0004646,8/1/2026,MANDI006,cotton,,-132.21,KG,5
ARR0009379,4/4/2026,MANDI007,Makki,Premium,129.46 qtl,,29
ARR0019487,6/7/2026,MANDI050,cotton,Hybrid,"32,731.0 KG",,76
ARR0014969,3/25/2026,mandi_009,Cotton,PBW-343,39.688,T,132
ARR0007723,5/3/2026,MANDI019,Maize,HD-2967,393.09,Qtl,NA
ARR0019445,1/26/2026,MANDI-051,Makka,Premium,39745,Kilo,18
ARR0020945,14-Mar-26,MANDI038,Mustard,HD-2967,234.47,quintal,91
ARR0007949,8/2/2026,mandi029,cotton,Hybrid,4.165,T,34
ARR0023206,8/8/2026,MANDI-022,गन्ना,,28048,Kilo,NA
ARR0003691,6/22/2026,MANDI045,cotton,HD-2967,340.62,Q,145
ARR0018474,24.02.2026,MANDI026,Ganna,,10928,KG,51
ARR0024763,9/7/2026,43,धान,,91.15,quintal,NA
ARR0023047,9/5/2026,MANDI057,paddy,Premium,151.2,quintal,NA
ARR0006491,1/19/2026,MANDI004,Makka,Pusa-1121,16.406,tonnes,77
ARR0024302,1/9/2026,MANDI018,चावल,Premium,35.768,MT,73
ARR0011236,3/28/2026,MANDI012,कपास,PBW-343,7968,Kgs,72
ARR0014371,27.05.2026,MANDI023,सरसों,PBW-343,38.656,T,6
ARR0001384,5/4/2026,MANDI-039,Gehun,Pusa-1121,425.56,Quintals,NA
ARR0002442,28.06.2026,MANDI032,Rice,Local,"20,404.0 KG",,138
ARR0014591,9/9/2026,M049,Mustard,,-379.95,KG,81
ARR0004462,3/12/2026,mandi012,cotton,HD-2967,139.49,Quintals,141
ARR0005438,30.03.2026,6,WHEAT,HD-2967,-158.81,Qtl,90
ARR0008829,6/2/2026,MANDI004,Sugarcane,Local,31968,KGS,16
ARR0020867,7/14/2026,MANDI-050,Basmati,PBW-343,344.01 qtl,,NA
ARR0019642,4-Jul-26,M039,Makka,,254.36,quintal,7
ARR0005935,7/26/2026,MANDI-015,Sarson,Pusa-1121,12596,kg,20
ARR0020702,5/23/2026,mandi_055,चावल,Hybrid,"20,718.0 KG",,91
ARR0022908,2/1/2026,M054,Sugarcane,PBW-343,"40,439.0 KG",,8
ARR0007651,1/4/2026,MANDI026,Gehun,,"13,481.0 KG",,101
ARR0003170,01.05.2026,MANDI-026,Makki,Premium,15.641,Tonnes,69
ARR0009624,22-Jul-26,mandi_014,गन्ना,Local,411.53,quintal,5
ARR0016154,13/05/2026,MANDI052,corn,Local,-485.29,KG,22
ARR0001430,20/06/2026,MANDI026,mustard,HD-2967,11.319,T,15
ARR0009232,7/28/2026,MANDI053,Wheat,Pusa-1121,-41.49,Qtl,92
ARR0020776,20-May-26,MANDI028,सरसों,Premium,17401,KG,11
ARR0013953,10/3/2026,MANDI003,GEHUN,Premium,16.287,Tonnes,62
ARR0005408,2/28/2026,M042,Cotton,Local,16.42,Qtl,144
ARR0007873,19/03/2026,MANDI-003,Narma,Premium,23588,KG,18
ARR0009762,28-Feb-26,MANDI046,mustard,,12244,kg,116
ARR0013532,15-Aug-26,MANDI-012,cotton,Premium,345.79 qtl,,111
ARR0008157,10-Jun-26,mandi042,गेहूं,Hybrid,82.15,Qtl,25
ARR0005743,6/6/2026,MANDI-053,sugarcane,PBW-343,68.28 qtl,,NA
ARR0022141,2/10/2026,mandi_031,Makki,,35.544,tonnes,82
ARR0018440,13-Feb-26,MANDI011,कपास,HD-2967,"23,443.0 KG",,NA
ARR0016735,5/6/2026,MANDI014,mustard,PBW-343,498.72,qtl,NA
ARR0003538,5/4/2026,MANDI-025,कपास,HD-2967,33.638,MT,87
ARR0023914,2/1/2026,MANDI019,गन्ना,PBW-343,39472,Kgs,20
ARR0001607,3-Jun-26,MANDI-034,Corn,Pusa-1121,-325.96,Qtl,NA
ARR0011536,3/11/2026,mandi004,Kanak,Premium,102.16,quintal,95
ARR0021590,2/5/2026,MANDI028,Paddy,Local,59.28 qtl,,134
ARR0010516,3-Apr-26,MANDI040,Corn,Premium,363.14,Qtl,143
ARR0024890,4/27/2026,M021,wheat,Local,173.48,qtl,124
ARR0004708,22-Jul-26,MANDI041,WHEAT,HD-2967,47428,kg,57
ARR0021277,18-Aug-26,M008,mustard,PBW-343,"39,782.0 KG",,NA
ARR0009850,3/25/2026,MANDI022,Ganne,,278.58,Quintals,74
ARR0022461,12/1/2026,47,कपास,,34920,KGS,NA
ARR0016718,27.02.2026,M056,mustard,,-14.33,Qtl,5
ARR0012519,4/3/2026,MANDI025,Wheat,Hybrid,15.965,MT,NA
ARR0022422,8-Aug-26,MANDI-009,Kapas,Pusa-1121,48.12 qtl,,10
ARR0020979,9/6/2026,mandi_045,GEHUN,Premium,2493,Kgs,98
ARR0009865,22-Aug-26,M021,Mustard,Premium,316.61,Qtl,136
ARR0003399,15-Mar-26,M017,कपास,,13.13,MT,103
ARR0019264,9/7/2026,MANDI038,Paddy,,-122.56,KG,75
ARR0018113,2/15/2026,M009,sugarcane,HD-2967,157.83,quintal,75
ARR0019594,6/17/2026,MANDI019,कपास,Pusa-1121,"13,760.0 KG",,115
ARR0020288,9/2/2026,MANDI032,Paddy,Hybrid,335.91,qtl,43
ARR0016353,19.06.2026,MANDI035,Narma,PBW-343,78.63,qtl,51
ARR0008624,6/26/2026,MANDI-002,Basmati,,419.93,Qtl,82
ARR0011194,6-Mar-26,20,WHEAT,HD-2967,37852,KG,116
ARR0003669,21/07/2026,MANDI-044,मक्का,HD-2967,145.78,Q,150
ARR0002082,15-Jan-26,MANDI022,कपास,Pusa-1121,-157.82,KG,94
ARR0022952,8/19/2026,mandi_028,Chawal,Local,"28,277.999999999996 KG",,NA
ARR0017091,23.03.2026,MANDI-024,Kapas,Hybrid,34.763,T,39
ARR0004872,6/8/2026,MANDI053,कपास,Hybrid,323.29,Q,136
ARR0020508,28-Jan-26,MANDI021,Wheat,Premium,14422,Kgs,123
ARR0024610,21.01.2026,MANDI056,mustard,Premium,199.22,Quintals,42
ARR0008021,22-Jul-26,MANDI006,Corn,Pusa-1121,33745,KGS,75
ARR0012742,3/2/2026,mandi_026,Mustard,Hybrid,"12,208.0 KG",,NA
ARR0008100,03.08.2026,42,Cotton,Premium,133.28,qtl,NA
ARR0016878,6/13/2026,14,Makki,Hybrid,"21,553.0 KG",,NA
ARR0010792,16/08/2026,MANDI034,cotton,Pusa-1121,10240,KGS,81
ARR0022308,16.05.2026,M020,Makka,Pusa-1121,53.65,qtl,94
ARR0004171,4/6/2026,MANDI-032,Makka,,418.29 qtl,,92
,1/11/2026,MANDI057,Gehun,HD-2967,313.71 qtl,,128
ARR0007810,6/12/2026,MANDI-057,mustard,HD-2967,"35,159.0 KG",,138
ARR0005082,2/15/2026,MANDI046,Makka,PBW-343,423.98 qtl,,5
ARR0012365,3/12/2026,MANDI010,WHEAT,Hybrid,326.4,Quintals,NA
ARR0014656,22/02/2026,MANDI032,Maize,HD-2967,168.75,Q,NA
ARR0021686,14/03/2026,MANDI026,चावल,HD-2967,34.067,T,55
ARR0020285,3/9/2026,MANDI-007,Maize,Pusa-1121,29399,kg,12
ARR0004004,8-Jun-26,MANDI-037,Kanak,Local,"33,935.0 KG",,30
ARR0024880,18-Aug-26,mandi012,corn,,"15,347.999999999998 KG",,9
ARR0010431,21.06.2026,mandi_036,Corn,Pusa-1121,22.114,tonnes,25
ARR0009223,18.05.2026,5,कपास,HD-2967,156.05,Qtl,102
ARR0024706,20.05.2026,MANDI031,सरसों,,100.85,Qtl,NA
ARR0024919,8/24/2026,mandi_021,धान,Premium,45898,kg,9
ARR0013789,23/06/2026,MANDI-055,GEHUN,Premium,51.9 qtl,,47
ARR0010953,7/7/2026,MANDI017,Narma,PBW-343,49396,KGS,138
ARR0009660,1-Jan-26,MANDI049,wheat,Premium,317.91 qtl,,102
ARR0008769,07.04.2026,MANDI003,Basmati,,-448.14,Qtl,42
ARR0001633,19/01/2026,MANDI-030,Makki,Pusa-1121,255.25,quintal,138
ARR0008820,1/11/2026,mandi_023,GEHUN,Local,"30,520.0 KG",,41
ARR0002677,2/18/2026,MANDI036,GEHUN,Hybrid,32.93,MT,19
ARR0024474,1/4/2026,21,Mustard,Hybrid,34512,KG,72
ARR0006951,23.03.2026,M023,Wheat,Pusa-1121,10440,KG,122
ARR0021864,5/5/2026,43,WHEAT,,331.17,qtl,36
ARR0013120,15-Feb-26,mandi020,Gehun,,2476,kg,148
ARR0006229,4/8/2026,mandi018,Makka,Pusa-1121,"11,672.0 KG",,37
ARR0000467,21-Aug-26,MANDI-011,corn,Premium,36.622,Tonnes,11
ARR0015245,6/30/2026,MANDI-039,गेहूं,Pusa-1121,34293,KG,93
ARR0011022,23-Mar-26,MANDI-017,Maize,HD-2967,38.854,MT,43
ARR0013053,5/17/2026,MANDI052,Paddy,PBW-343,49100,kg,111
ARR0009195,1/29/2026,MANDI026,Kanak,PBW-343,31.31,Qtl,66
ARR0019007,2/27/2026,mandi037,Makki,Hybrid,"48,013.0 KG",,22
ARR0019647,19/02/2026,mandi_013,चावल,,"34,908.0 KG",,NA
ARR0024348,1/16/2026,19,धान,HD-2967,56.15,qtl,17
ARR0010981,13.07.2026,mandi_044,Ganne,HD-2967,-194.39,KG,24
ARR0018028,19.04.2026,MANDI004,Basmati,,293.99,Quintals,84
ARR0015764,1/2/2026,MANDI013,Kapas,HD-2967,146.55,Q,104
ARR0011669,27-Jan-26,MANDI009,Maize,Hybrid,45.688,T,56
ARR0012651,7/18/2026,MANDI013,Basmati,Premium,21527,Kgs,95
,15/01/2026,M053,Corn,PBW-343,6.515,T,NA
ARR0016369,30/01/2026,MANDI049,Mustard,Premium,"39,711.0 KG",,65
ARR0003394,14/03/2026,MANDI043,Ganna,Premium,29.84 qtl,,117
ARR0017786,3-Jun-26,MANDI028,Kanak,,184.77,Quintals,136
ARR0001581,3/29/2026,MANDI038,कपास,HD-2967,17846,Kilo,NA
ARR0019259,12-Jan-26,MANDI025,cotton,,2101,KG,37
ARR0009510,13-Jan-26,MANDI053,गन्ना,Premium,-147.5,KG,122
ARR0019463,5/28/2026,MANDI030,Sarson,,131.25,Qtl,114
ARR0012260,4/17/2026,MANDI042,Corn,Local,79.05,Qtl,52
ARR0021073,16-Apr-26,MANDI-021,mustard,HD-2967,1694,KGS,27
ARR0013979,8/12/2026,mandi031,Gehun,,491.04,quintal,93
ARR0011733,16/03/2026,MANDI043,मक्का,HD-2967,170.03 qtl,,53
ARR0023990,2/4/2026,M047,Cotton,Premium,3932,kg,35
ARR0017589,15/04/2026,MANDI011,मक्का,HD-2967,322.37,Q,62
ARR0000845,8/6/2026,mandi041,Sarso,Pusa-1121,"30,787.0 KG",,86
ARR0012724,3/8/2026,MANDI019,कपास,Pusa-1121,21493,KG,35
ARR0004619,1/28/2026,mandi_040,Basmati,Pusa-1121,359.02,Q,85
ARR0013693,8/22/2026,MANDI021,Cotton,Local,"9,608.0 KG",,23
ARR0012910,24/07/2026,MANDI010,mustard,HD-2967,247.28 qtl,,125
ARR0018676,17.04.2026,mandi_052,Makka,Hybrid,286.22,Qtl,146
ARR0005007,18-Jan-26,mandi023,wheat,Pusa-1121,95.47,quintal,125
ARR0013173,30/03/2026,MANDI039,Mustard,Pusa-1121,46.93,Quintals,107
ARR0001399,1/6/2026,MANDI015,Paddy,Pusa-1121,434.48,Q,88
ARR0008830,2/16/2026,mandi_033,wheat,Local,"38,652.0 KG",,76
ARR0000122,7/13/2026,mandi_039,Sarson,HD-2967,27.733,T,NA
ARR0002974,6/27/2026,mandi017,सरसों,Pusa-1121,"48,417.0 KG",,39
ARR0018469,14-Jan-26,mandi045,Chawal,Pusa-1121,9170,kg,35
ARR0020087,3/8/2026,mandi_002,मक्का,,302.77,Quintals,NA
ARR0020648,29.03.2026,M015,Rice,PBW-343,48.034,Tonnes,30
ARR0022503,1/13/2026,M027,चावल,,287.45 qtl,,60
ARR0024485,6/2/2026,mandi_051,Mustard,Pusa-1121,331.4,Qtl,NA
ARR0016081,21/08/2026,MANDI014,Ganna,Premium,435.68,quintal,135
ARR0012293,2/13/2026,mandi_030,गेहूं,HD-2967,25463,Kilo,112
ARR0006668,3/6/2026,mandi037,Paddy,Local,"37,839.0 KG",,13
ARR0006333,7/6/2026,mandi_041,Ganna,Premium,17576,Kilo,78
ARR0022131,4/19/2026,mandi_008,mustard,Hybrid,169.84,Qtl,75
ARR0014096,10/8/2026,mandi_052,मक्का,Local,395.19,quintal,128
ARR0017558,5/2/2026,mandi047,Kanak,,64.82,Qtl,87
ARR0005118,6/9/2026,MANDI006,Kapas,Premium,90.54,Qtl,NA
ARR0022285,4/2/2026,MANDI023,कपास,Hybrid,40.109,tonnes,NA
ARR0018695,28/01/2026,M046,corn,Pusa-1121,-221.98,Qtl,19
ARR0008080,8/1/2026,MANDI045,corn,,"18,507.0 KG",,130
ARR0006625,1/7/2026,MANDI034,corn,Hybrid,281.3,Qtl,75
ARR0011057,8/23/2026,M028,Mustard,HD-2967,20.103,MT,68
ARR0017545,6/30/2026,MANDI-025,paddy,,370.15 qtl,,66
ARR0009173,21/04/2026,MANDI052,कपास,Premium,-357.44,KG,110
ARR0005228,2/14/2026,MANDI009,Chawal,Hybrid,"12,095.0 KG",,NA
ARR0022070,15-Aug-26,mandi_012,Wheat,Pusa-1121,"37,801.0 KG",,133
ARR0008162,2/20/2026,MANDI025,Makka,PBW-343,"4,325.0 KG",,64
ARR0004283,5/12/2026,MANDI004,corn,Local,105.78,quintal,149
ARR0021949,5/23/2026,MANDI-019,mustard,,41.585,Tonnes,104
ARR0003932,28-Jul-26,MANDI045,गेहूं,Pusa-1121,472.91,Qtl,25
ARR0011989,8/4/2026,mandi055,wheat,PBW-343,254.2,Q,9
ARR0009530,6/18/2026,mandi_024,Chawal,Premium,86.15,Qtl,102
ARR0023035,27/04/2026,39,कपास,,49.52,tonnes,103
ARR0012106,3/10/2026,mandi008,Makki,Premium,"4,987.0 KG",,6
ARR0011302,03.02.2026,MANDI057,paddy,Pusa-1121,45.407,tonnes,140
ARR0005048,4/28/2026,mandi030,Chawal,Premium,43.711,T,52
ARR0023678,17-Aug-26,MANDI013,cotton,,491.87 qtl,,81
ARR0012566,3-Jun-26,mandi_024,चावल,,22.713,MT,70
ARR0018359,10-Jan-26,mandi036,Gehun,Hybrid,34307,kg,54
ARR0010008,16.05.2026,30,चावल,Local,"4,053.0 KG",,7
ARR0008289,17-Feb-26,mandi_025,गन्ना,Pusa-1121,314.3,Qtl,135
ARR0003503,18.01.2026,MANDI032,Corn,,20.845,T,51
ARR0016097,04.06.2026,M015,Maize,,310.28 qtl,,65
ARR0004541,4/15/2026,mandi038,WHEAT,HD-2967,"13,382.0 KG",,110
ARR0001963,14.03.2026,MANDI051,WHEAT,PBW-343,30570,kg,59
ARR0004060,15/08/2026,MANDI002,सरसों,,"33,450.0 KG",,44
ARR0018503,7/1/2026,19,Wheat,HD-2967,478.7,Q,64
ARR0018169,25.01.2026,MANDI028,Cotton,Premium,26191,Kilo,99
ARR0016255,7/26/2026,M001,Chawal,PBW-343,13.74,Tonnes,NA
ARR0007318,06.03.2026,mandi_024,चावल,Hybrid,7.436,MT,NA
ARR0011258,6-Aug-26,M009,चावल,,34811,KGS,88
ARR0016420,23/02/2026,mandi_004,Gehun,HD-2967,37.377,tonnes,40
ARR0020423,2/2/2026,mandi_003,Ganne,Local,45.792,T,97
ARR0010742,9/8/2026,MANDI035,cotton,HD-2967,423.0 qtl,,NA
ARR0021310,24/01/2026,mandi_018,Sarson,Premium,"14,571.0 KG",,34
ARR0021171,12-Aug-26,MANDI019,Kapas,HD-2967,175.38 qtl,,86
ARR0002588,6/5/2026,MANDI040,सरसों,,4.489,MT,137
ARR0022079,13-Feb-26,M015,Maize,PBW-343,415.72 qtl,,39
ARR0009352,21/01/2026,mandi031,Corn,,215.62,Qtl,NA
ARR0012023,16/04/2026,MANDI025,Gehun,Pusa-1121,247.16,qtl,95
ARR0020767,14.05.2026,mandi030,cotton,PBW-343,37.333,Tonnes,8
ARR0022774,1/22/2026,MANDI016,mustard,HD-2967,25.814,MT,144
ARR0008937,17.03.2026,46,Corn,PBW-343,49.055,T,130
ARR0014041,4/25/2026,MANDI017,Cotton,,33.338,T,88
ARR0008478,06.06.2026,mandi_028,गेहूं,Premium,9977,Kilo,94
ARR0023963,7/12/2026,mandi_049,Ganne,HD-2967,40.829,T,57
ARR0020025,17/03/2026,MANDI032,Rice,Hybrid,"5,410.0 KG",,109
ARR0022470,3/19/2026,MANDI-026,Cotton,,22.47,Qtl,15
ARR0020689,27-May-26,mandi_006,Sarso,Pusa-1121,25771,kg,105
ARR0012790,11-Feb-26,MANDI018,Narma,Premium,3.027,MT,NA
ARR0016359,4-Mar-26,MANDI055,Wheat,Pusa-1121,157.69,Qtl,73
,24-Mar-26,1,Dhaan,Local,242.28,Quintals,50
,5/21/2026,MANDI-026,गेहूं,HD-2967,-25.8,Qtl,106
ARR0007780,11/2/2026,MANDI022,Ganna,Premium,172.75,Quintals,123
ARR0004126,7/20/2026,M028,गेहूं,,9907,kg,78
ARR0017920,26-Jan-26,mandi_011,Gehun,HD-2967,-120.2,Qtl,108
ARR0015802,15-Jun-26,MANDI032,Kapas,Hybrid,208.74,Qtl,86
ARR0007556,5/5/2026,MANDI014,Sugarcane,HD-2967,-436.23,Qtl,130
ARR0020204,5/27/2026,mandi_012,Sarson,,23464,Kgs,71
ARR0003319,2/19/2026,mandi_029,Mustard,Local,"39,752.0 KG",,NA
ARR0012661,02.02.2026,MANDI-015,WHEAT,PBW-343,257.35,Quintals,18
ARR0018066,5/3/2026,MANDI053,Sarson,Hybrid,"39,553.0 KG",,NA
ARR0022782,3/23/2026,24,सरसों,Local,31431,Kilo,138
ARR0016066,26/04/2026,M039,चावल,Hybrid,324.23 qtl,,128
ARR0001351,6/8/2026,MANDI004,paddy,Premium,409.32,qtl,112
ARR0014827,7-Aug-26,MANDI-037,Makka,Pusa-1121,42.354,Tonnes,NA
ARR0008726,6/4/2026,MANDI014,Sugarcane,Pusa-1121,14657,KG,48
ARR0002291,6/6/2026,mandi_012,गन्ना,Hybrid,19.498,tonnes,117
ARR0014224,6/26/2026,MANDI010,गेहूं,,"10,371.0 KG",,88
ARR0004680,8/17/2026,MANDI-006,Maize,Premium,458.7,qtl,147
ARR0005039,8/12/2026,M039,Sarson,HD-2967,8.496,Tonnes,144
ARR0011956,13/04/2026,M008,sugarcane,PBW-343,29012,Kilo,NA
ARR0000169,4/17/2026,mandi054,Maize,Local,18.4 qtl,,66
ARR0012406,1/9/2026,mandi_034,cotton,Pusa-1121,84.69,Quintals,15
ARR0016894,24.06.2026,MANDI002,sugarcane,Pusa-1121,6338,Kgs,76
ARR0002362,6/29/2026,mandi017,Chawal,Pusa-1121,38.558,T,39
ARR0021459,13.03.2026,MANDI-006,Sarson,HD-2967,174.92,quintal,34
ARR0023099,16/03/2026,mandi012,Maize,HD-2967,296.04 qtl,,69
ARR0019935,6/19/2026,M009,Sarso,HD-2967,21212,Kgs,NA
ARR0024715,9/3/2026,MANDI053,Sarso,PBW-343,7549,Kgs,93
ARR0021695,2/6/2026,MANDI035,कपास,Hybrid,40738,KGS,97
ARR0005764,22.03.2026,mandi012,सरसों,HD-2967,67.4,Quintals,NA
ARR0018638,14/01/2026,MANDI040,Gehun,Premium,31821,Kgs,43
ARR0024971,8/5/2026,MANDI031,Sarso,,24.33,MT,134
ARR0001412,3/1/2026,mandi_039,wheat,Local,31.01 qtl,,38
ARR0005674,8/20/2026,mandi_017,Chawal,PBW-343,"21,767.0 KG",,58
,5/25/2026,46,Narma,PBW-343,18736,kg,104
ARR0015136,7/21/2026,7,paddy,,353.79,Q,27
ARR0014981,2-Apr-26,mandi_015,wheat,Pusa-1121,114.77 qtl,,141
ARR0012799,22/06/2026,27,Sarson,PBW-343,7795,KGS,NA
ARR0020045,8/2/2026,MANDI006,Sarson,Hybrid,293.66 qtl,,115
ARR0019581,06.04.2026,MANDI-025,Cotton,HD-2967,479.28,qtl,115
ARR0024588,1/12/2026,MANDI035,Maize,Premium,"17,179.0 KG",,108
ARR0005549,3/12/2026,MANDI044,गन्ना,Local,27.828,MT,117
ARR0011076,3/2/2026,MANDI-002,Dhaan,Premium,102.25 qtl,,NA
ARR0008196,1/3/2026,MANDI031,गन्ना,Hybrid,132.32,qtl,NA
ARR0006742,10/1/2026,MANDI019,Ganne,Pusa-1121,13.58 qtl,,66
ARR0016424,6/24/2026,mandi_035,Corn,Local,40.408,tonnes,102
ARR0023629,12/4/2026,45,Sarso,Hybrid,73.06,Q,NA
ARR0012461,7-Feb-26,MANDI043,Dhaan,HD-2967,36784,KGS,148
ARR0003548,25-Mar-26,mandi_019,wheat,HD-2967,346.05,quintal,88
ARR0011188,24-Jul-26,MANDI007,corn,PBW-343,35743,KG,106
ARR0002560,06.09.2026,MANDI019,Makka,Local,149.56,quintal,71
ARR0016564,8/2/2026,MANDI006,Mustard,Pusa-1121,25862,Kilo,16
ARR0024392,2/5/2026,43,Mustard,Pusa-1121,128.36,Q,NA
ARR0013581,1/23/2026,28,Maize,Local,8.83,Tonnes,NA
ARR0008490,26-Apr-26,MANDI-052,Dhaan,Hybrid,40.458,MT,79
ARR0009427,5-Aug-26,MANDI038,कपास,HD-2967,39823,Kilo,NA
ARR0018867,1-Mar-26,MANDI-030,Sugarcane,Local,39.847,tonnes,NA
ARR0019528,10-Apr-26,mandi_050,GEHUN,Premium,28582,KGS,7
ARR0002443,14.04.2026,MANDI013,Ganna,Hybrid,400.62,Quintals,142
ARR0010374,7/1/2026,mandi035,Sarson,PBW-343,82.97,qtl,63
ARR0001028,13.01.2026,M028,mustard,,5843,KG,NA
ARR0006356,9-May-26,mandi_018,Basmati,Pusa-1121,23.906,tonnes,21
ARR0018083,6-Aug-26,MANDI049,गन्ना,Local,236,quintal,51
ARR0024401,1/30/2026,MANDI056,Rice,Local,47282,KG,106
ARR0018371,12-Aug-26,MANDI010,कपास,Local,48519,kg,149
ARR0016889,24-Jan-26,MANDI024,Makki,Pusa-1121,49386,KGS,18
ARR0000656,7/17/2026,MANDI007,Corn,Premium,21.629,MT,136
ARR0002343,18.04.2026,MANDI055,Sarso,Premium,4.154,MT,35
ARR0021581,24.02.2026,MANDI048,मक्का,HD-2967,43.764,tonnes,96
ARR0007707,22.05.2026,mandi_027,Chawal,Premium,42.113,MT,104
ARR0006771,4/5/2026,MANDI032,sugarcane,PBW-343,30.901,Tonnes,34
ARR0008443,28.06.2026,M038,Narma,Premium,380.86,Quintals,NA
ARR0019775,14.01.2026,MANDI-010,Sarso,Hybrid,27327,KGS,NA
ARR0009686,20/03/2026,mandi055,Sugarcane,,"34,745.0 KG",,NA
ARR0004297,6/17/2026,MANDI045,wheat,Premium,15548,Kilo,77
ARR0023071,6/27/2026,MANDI046,Sarso,Local,33257,Kilo,85
ARR0014339,6/30/2026,mandi_014,Kapas,Premium,13430,kg,22
ARR0007517,28-May-26,MANDI-057,Cotton,Premium,454.45,Q,7
ARR0020257,1/16/2026,M030,चावल,,299.62,qtl,123
ARR0005659,16.08.2026,MANDI036,sugarcane,Pusa-1121,62.69 qtl,,25
ARR0014387,21.02.2026,MANDI-023,mustard,,39070,Kgs,106
ARR0022111,29.06.2026,MANDI039,wheat,Hybrid,20549,Kgs,NA
ARR0003579,20/01/2026,MANDI029,मक्का,Hybrid,13577,Kgs,107
ARR0022845,29-Mar-26,MANDI042,गन्ना,Local,32.206,Tonnes,16
ARR0002389,20-Jul-26,MANDI028,गन्ना,HD-2967,34.17,Q,89
ARR0000279,05.07.2026,M016,GEHUN,Hybrid,28.49,Quintals,NA
ARR0019713,1/6/2026,MANDI001,Corn,Pusa-1121,38.931,Tonnes,131
ARR0020916,6/7/2026,M022,कपास,,218.93,Q,10
ARR0011150,31/03/2026,MANDI041,Sarso,Hybrid,24774,Kilo,97
ARR0016069,07.07.2026,mandi040,Mustard,Pusa-1121,113.49,qtl,NA
ARR0001636,18/02/2026,mandi037,चावल,Pusa-1121,1498,Kilo,150
ARR0008732,6/1/2026,MANDI020,Chawal,Pusa-1121,41492,Kilo,NA
ARR0010319,4/18/2026,MANDI-011,गन्ना,Pusa-1121,"20,508.0 KG",,79
ARR0015908,3/20/2026,MANDI044,चावल,Pusa-1121,9673,Kilo,114
ARR0004815,17/06/2026,MANDI015,Rice,Local,329.78,qtl,94
ARR0003474,5/4/2026,MANDI003,Kanak,Local,27595,KG,108
ARR0024087,7/30/2026,MANDI013,paddy,Premium,47.702,T,71
ARR0021610,29.08.2026,MANDI002,गेहूं,Hybrid,225.31,Qtl,60
ARR0005220,5/12/2026,7,Cotton,Pusa-1121,-433.43,KG,116
,3/18/2026,MANDI056,mustard,PBW-343,21.58,quintal,105
ARR0019222,01.04.2026,34,mustard,PBW-343,"40,254.0 KG",,NA
ARR0004169,2/9/2026,mandi_008,Makki,Hybrid,498.37,Quintals,52
ARR0001132,9/1/2026,26,paddy,Premium,47152,KGS,107
ARR0002266,15/02/2026,mandi_048,mustard,Premium,26.223,T,NA
ARR0002042,12/4/2026,MANDI036,Sugarcane,Premium,23441,Kilo,NA
ARR0016169,5/1/2026,mandi044,Maize,Local,2350,KGS,115
ARR0010343,8/1/2026,mandi_026,paddy,HD-2967,456.79,qtl,89
ARR0008075,17-Apr-26,MANDI022,cotton,PBW-343,"20,611.0 KG",,134
,6/21/2026,M044,मक्का,Premium,211.98,Qtl,7
ARR0006464,20-Mar-26,MANDI035,Paddy,PBW-343,7.626,tonnes,56
ARR0021662,7/3/2026,mandi_047,Cotton,,"3,797.9999999999995 KG",,7
ARR0007590,2/28/2026,M039,गेहूं,Local,88.84 qtl,,101
ARR0011394,5/3/2026,mandi_017,Kapas,,40.874,tonnes,48
